Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,3/4/2021,Midwest,Montana,Billings,Men's Street Footwear,45.00,675.00,303750.00,136687.50,45%,Outlet
Kohl's,3/5/2021,Midwest,Montana,Billings,Men's Athletic Footwear,50.00,675.00,337500.00,101250.00,30%,Outlet
Kohl's,3/6/2021,Midwest,Montana,Billings,Women's Street Footwear,45.00,475.00,213750.00,96187.50,45%,Outlet
Kohl's,3/7/2021,Midwest,Montana,Billings,Women's Athletic Footwear,45.00,475.00,213750.00,85500.00,40%,Outlet
Kohl's,3/8/2021,Midwest,Montana,Billings,Men's Apparel,55.00,400.00,220000.00,132000.00,60%,Outlet
Kohl's,3/9/2021,Midwest,Montana,Billings,Women's Apparel,60.00,500.00,300000.00,75000.00,25%,Outlet
Sports Direct,3/10/2021,Midwest,Montana,Billings,Men's Street Footwear,20.00,700.00,140000.00,49000.00,35%,Outlet
Sports Direct,3/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,30.00,700.00,210000.00,73500.00,35%,Outlet
Sports Direct,3/12/2021,Midwest,Montana,Billings,Women's Street Footwear,30.00,500.00,150000.00,52500.00,35%,Outlet
Sports Direct,3/13/2021,Midwest,Montana,Billings,Women's Athletic Footwear,35.00,500.00,175000.00,78750.00,45%,Outlet
Sports Direct,3/14/2021,South,Tennessee,Knoxville,Men's Apparel,40.00,350.00,140000.00,42000.00,30%,Outlet
Sports Direct,3/15/2021,South,Tennessee,Knoxville,Women's Apparel,35.00,500.00,175000.00,87500.00,50%,Outlet
Sports Direct,3/16/2021,South,Tennessee,Knoxville,Men's Street Footwear,25.00,650.00,162500.00,56875.00,35%,Outlet
Sports Direct,3/17/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35.00,625.00,218750.00,76562.50,35%,Outlet
Sports Direct,3/18/2021,South,Tennessee,Knoxville,Women's Street Footwear,35.00,450.00,157500.00,55125.00,35%,Outlet
Sports Direct,3/19/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35.00,400.00,140000.00,63000.00,45%,Outlet
Sports Direct,3/20/2021,South,Tennessee,Knoxville,Men's Apparel,40.00,275.00,110000.00,33000.00,30%,Outlet
Sports Direct,3/21/2021,South,Tennessee,Knoxville,Women's Apparel,35.00,475.00,166250.00,83125.00,50%,Outlet
Sports Direct,3/22/2021,South,Tennessee,Knoxville,Men's Street Footwear,30.00,650.00,195000.00,78000.00,40%,Outlet
Sports Direct,3/23/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,40.00,650.00,260000.00,104000.00,40%,Outlet
Sports Direct,3/24/2021,South,Tennessee,Knoxville,Women's Street Footwear,30.00,475.00,142500.00,57000.00,40%,Outlet
Sports Direct,3/25/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35.00,375.00,131250.00,65625.00,50%,Outlet
Sports Direct,3/26/2021,South,Tennessee,Knoxville,Men's Apparel,40.00,275.00,110000.00,38500.00,35%,Outlet
Sports Direct,3/27/2021,South,Tennessee,Knoxville,Women's Apparel,35.00,425.00,148750.00,81812.50,55%,Outlet
Sports Direct,3/28/2021,South,Tennessee,Knoxville,Men's Street Footwear,20.00,675.00,135000.00,54000.00,40%,Outlet
Sports Direct,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25.00,675.00,168750.00,67500.00,40%,Outlet
Sports Direct,3/30/2021,South,Tennessee,Knoxville,Women's Street Footwear,20.00,500.00,100000.00,40000.00,40%,Outlet
Sports Direct,3/31/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,25.00,400.00,100000.00,50000.00,50%,Outlet
Sports Direct,4/1/2021,South,Tennessee,Knoxville,Men's Apparel,30.00,300.00,90000.00,31500.00,35%,Outlet
Sports Direct,4/2/2021,South,Tennessee,Knoxville,Women's Apparel,25.00,575.00,143750.00,79062.50,55%,Outlet
Sports Direct,4/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,15.00,725.00,108750.00,43500.00,40%,Outlet
Sports Direct,4/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25.00,750.00,187500.00,75000.00,40%,Outlet
Sports Direct,4/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,20.00,600.00,120000.00,48000.00,40%,Outlet
Sports Direct,4/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30.00,525.00,157500.00,78750.00,50%,Outlet
Sports Direct,4/7/2021,South,Tennessee,Knoxville,Men's Apparel,45.00,425.00,191250.00,66937.50,35%,Outlet
Sports Direct,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,40.00,775.00,310000.00,170500.00,55%,Outlet
Sports Direct,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,40.00,775.00,310000.00,124000.00,40%,Outlet
Sports Direct,4/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45.00,775.00,348750.00,139500.00,40%,Outlet
Sports Direct,4/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,40.00,650.00,260000.00,104000.00,40%,Outlet
Sports Direct,4/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40.00,600.00,240000.00,120000.00,50%,Outlet
Sports Direct,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,45.00,500.00,225000.00,78750.00,35%,Outlet
Sports Direct,4/14/2021,South,Tennessee,Knoxville,Women's Apparel,50.00,875.00,437500.00,240625.00,55%,Outlet
Sports Direct,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,40.00,825.00,330000.00,148500.00,45%,Outlet
Sports Direct,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45.00,825.00,371250.00,167062.50,45%,Outlet
Sports Direct,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,40.00,975.00,390000.00,175500.00,45%,Outlet
Sports Direct,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40.00,575.00,230000.00,126500.00,55%,Outlet
Sports Direct,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,45.00,550.00,247500.00,99000.00,40%,Outlet
Sports Direct,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,55.00,825.00,453750.00,272250.00,60%,Outlet
Sports Direct,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,45.00,775.00,348750.00,156937.50,45%,Outlet
Sports Direct,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55.00,775.00,426250.00,191812.50,45%,Outlet
Sports Direct,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,50.00,950.00,475000.00,213750.00,45%,Outlet
Sports Direct,4/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,45.00,475.00,213750.00,117562.50,55%,Outlet
Sports Direct,4/25/2021,South,Tennessee,Knoxville,Men's Apparel,50.00,475.00,237500.00,95000.00,40%,Outlet
Sports Direct,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,55.00,725.00,398750.00,239250.00,60%,Outlet
Sports Direct,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,50.00,675.00,337500.00,151875.00,45%,Outlet
Sports Direct,4/28/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,50.00,625.00,312500.00,140625.00,45%,Outlet
Sports Direct,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,55.00,675.00,371250.00,167062.50,45%,Outlet
Sports Direct,4/30/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55.00,400.00,220000.00,121000.00,55%,Outlet
Sports Direct,5/1/2021,South,Tennessee,Knoxville,Men's Apparel,50.00,400.00,200000.00,80000.00,40%,Outlet
Sports Direct,5/2/2021,South,Tennessee,Knoxville,Women's Apparel,45.00,625.00,281250.00,168750.00,60%,Outlet
Sports Direct,5/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,35.00,575.00,201250.00,90562.50,45%,Outlet
Sports Direct,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35.00,575.00,201250.00,90562.50,45%,Outlet
Sports Direct,5/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,40.00,525.00,210000.00,94500.00,45%,Outlet
Sports Direct,5/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40.00,375.00,150000.00,82500.00,55%,Outlet
Sports Direct,5/7/2021,South,Tennessee,Knoxville,Men's Apparel,35.00,350.00,122500.00,49000.00,40%,Outlet
Sports Direct,5/8/2021,South,Tennessee,Knoxville,Women's Apparel,45.00,525.00,236250.00,141750.00,60%,Outlet
Sports Direct,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,30.00,675.00,202500.00,91125.00,45%,Outlet
Sports Direct,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30.00,675.00,202500.00,91125.00,45%,Outlet
Sports Direct,5/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,55.00,600.00,330000.00,148500.00,45%,Outlet
Sports Direct,5/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,55.00,475.00,261250.00,143687.50,55%,Outlet
Sports Direct,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,55.00,450.00,247500.00,99000.00,40%,Outlet
Sports Direct,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,65.00,650.00,422500.00,253500.00,60%,Outlet
Sports Direct,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,55.00,800.00,440000.00,198000.00,45%,Outlet
Sports Direct,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55.00,800.00,440000.00,198000.00,45%,Outlet
Sports Direct,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,60.00,700.00,420000.00,189000.00,45%,Outlet
Sports Direct,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,60.00,550.00,330000.00,181500.00,55%,Outlet
Sports Direct,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,55.00,500.00,275000.00,110000.00,40%,Outlet
Sports Direct,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,65.00,750.00,487500.00,292500.00,60%,Outlet
Foot Locker,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,35.00,425.00,148750.00,59500.00,40%,Outlet
Foot Locker,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35.00,225.00,78750.00,27562.50,35%,Outlet
Foot Locker,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,25.00,225.00,56250.00,19687.50,35%,Outlet
Foot Locker,5/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30.00,75.00,22500.00,9000.00,40%,Outlet
Foot Locker,5/25/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,125.00,56250.00,19687.50,35%,Outlet
Foot Locker,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,225.00,78750.00,39375.00,50%,Outlet
Foot Locker,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35.00,475.00,166250.00,66500.00,40%,Outlet
Foot Locker,5/28/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,125.00,43750.00,15312.50,35%,Outlet
Foot Locker,5/29/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25.00,175.00,43750.00,15312.50,35%,Outlet
Foot Locker,5/30/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,50.00,15000.00,6000.00,40%,Outlet
Foot Locker,5/31/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,125.00,56250.00,19687.50,35%,Outlet
Foot Locker,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,200.00,70000.00,35000.00,50%,Outlet
Foot Locker,6/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,420.00,168000.00,67200.00,40%,Outlet
Foot Locker,6/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,100.00,40000.00,14000.00,35%,Outlet
Foot Locker,6/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,150.00,45000.00,15750.00,35%,Outlet
Foot Locker,6/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,0.00,0.00,0.00,40%,Outlet
Foot Locker,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,50.00,25000.00,8750.00,35%,Outlet
Foot Locker,6/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,40.00,150.00,60000.00,30000.00,50%,Outlet
Foot Locker,6/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,375.00,150000.00,60000.00,40%,Outlet
Foot Locker,6/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,75.00,26250.00,9187.50,35%,Outlet
Foot Locker,6/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25.00,75.00,18750.00,6562.50,35%,Outlet
Foot Locker,6/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,0.00,0.00,0.00,40%,Outlet
Foot Locker,6/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,25.00,11250.00,3937.50,35%,Outlet
Foot Locker,6/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,150.00,52500.00,26250.00,50%,Outlet
Foot Locker,6/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,420.00,189000.00,75600.00,40%,Outlet
Foot Locker,6/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,125.00,50000.00,17500.00,35%,Outlet
Foot Locker,6/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35.00,100.00,35000.00,12250.00,35%,Outlet
Foot Locker,6/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,25.00,8750.00,3500.00,40%,Outlet
Foot Locker,6/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,50.00,25000.00,8750.00,35%,Outlet
Foot Locker,6/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,150.00,82500.00,41250.00,50%,Outlet
Foot Locker,6/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,400.00,160000.00,64000.00,40%,Outlet
Foot Locker,6/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,150.00,52500.00,18375.00,35%,Outlet
Foot Locker,6/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,175.00,52500.00,18375.00,35%,Outlet
Foot Locker,6/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,150.00,45000.00,18000.00,40%,Outlet
Foot Locker,6/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,150.00,67500.00,23625.00,35%,Outlet
Foot Locker,6/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,50.00,325.00,162500.00,81250.00,50%,Outlet
Foot Locker,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,550.00,247500.00,99000.00,40%,Outlet
Foot Locker,6/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,300.00,120000.00,42000.00,35%,Outlet
Foot Locker,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35.00,225.00,78750.00,27562.50,35%,Outlet
Foot Locker,6/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,175.00,61250.00,24500.00,40%,Outlet
Foot Locker,6/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,175.00,78750.00,27562.50,35%,Outlet
Foot Locker,7/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,50.00,350.00,175000.00,87500.00,50%,Outlet
Foot Locker,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,500.00,225000.00,90000.00,40%,Outlet
Foot Locker,7/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45.00,275.00,123750.00,43312.50,35%,Outlet
Foot Locker,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40.00,200.00,80000.00,28000.00,35%,Outlet
Foot Locker,7/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,125.00,37500.00,15000.00,40%,Outlet
Foot Locker,7/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,40.00,100.00,40000.00,14000.00,35%,Outlet
Foot Locker,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.00,275.00,123750.00,61875.00,50%,Outlet
Foot Locker,7/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,400.00,160000.00,64000.00,40%,Outlet
Foot Locker,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,200.00,70000.00,24500.00,35%,Outlet
Foot Locker,7/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,20.00,100.00,20000.00,7000.00,35%,Outlet
Foot Locker,7/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20.00,75.00,15000.00,6000.00,40%,Outlet
Foot Locker,7/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,30.00,75.00,22500.00,7875.00,35%,Outlet
Foot Locker,7/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,150.00,52500.00,26250.00,50%,Outlet
Foot Locker,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,325.00,130000.00,52000.00,40%,Outlet
Foot Locker,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,150.00,45000.00,15750.00,35%,Outlet
Foot Locker,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,50.00,15000.00,5250.00,35%,Outlet
Foot Locker,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,25.00,7500.00,3000.00,40%,Outlet
Foot Locker,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,40.00,25.00,10000.00,3500.00,35%,Outlet
Foot Locker,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.00,150.00,67500.00,33750.00,50%,Outlet
Foot Locker,7/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,300.00,120000.00,48000.00,40%,Outlet
Foot Locker,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,150.00,45000.00,15750.00,35%,Outlet
Foot Locker,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,95.00,28500.00,9975.00,35%,Outlet
Foot Locker,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,125.00,37500.00,15000.00,40%,Outlet
Foot Locker,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,100.00,50000.00,17500.00,35%,Outlet
Foot Locker,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,200.00,110000.00,55000.00,50%,Outlet
Foot Locker,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50.00,450.00,225000.00,90000.00,40%,Outlet
Foot Locker,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,250.00,100000.00,35000.00,35%,Outlet
Foot Locker,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40.00,200.00,80000.00,28000.00,35%,Outlet
Foot Locker,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40.00,150.00,60000.00,24000.00,40%,Outlet
Foot Locker,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,150.00,75000.00,26250.00,35%,Outlet
Foot Locker,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,250.00,137500.00,68750.00,50%,Outlet
Sports Direct,8/1/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20.00,675.00,135000.00,54000.00,40%,Outlet
Sports Direct,8/2/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,675.00,202500.00,81000.00,40%,Outlet
Sports Direct,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,475.00,142500.00,57000.00,40%,Outlet
Sports Direct,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,475.00,166250.00,83125.00,50%,Outlet
Sports Direct,8/5/2021,South,Alabama,Birmingham,Men's Apparel,40.00,325.00,130000.00,45500.00,35%,Outlet
Sports Direct,8/6/2021,South,Alabama,Birmingham,Women's Apparel,35.00,475.00,166250.00,91437.50,55%,Outlet
Sports Direct,8/7/2021,South,Alabama,Birmingham,Men's Street Footwear,25.00,625.00,156250.00,62500.00,40%,Outlet
Sports Direct,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35.00,600.00,210000.00,84000.00,40%,Outlet
Sports Direct,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,35.00,425.00,148750.00,59500.00,40%,Outlet
Sports Direct,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,375.00,131250.00,65625.00,50%,Outlet
Sports Direct,8/11/2021,South,Alabama,Birmingham,Men's Apparel,40.00,250.00,100000.00,35000.00,35%,Outlet
Sports Direct,8/12/2021,South,Alabama,Birmingham,Women's Apparel,35.00,450.00,157500.00,86625.00,55%,Outlet
Sports Direct,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,30.00,625.00,187500.00,84375.00,45%,Outlet
Sports Direct,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.00,625.00,250000.00,112500.00,45%,Outlet
Sports Direct,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,30.00,450.00,135000.00,60750.00,45%,Outlet
Sports Direct,8/16/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,350.00,122500.00,67375.00,55%,Outlet
Sports Direct,8/17/2021,South,Alabama,Birmingham,Men's Apparel,40.00,250.00,100000.00,40000.00,40%,Outlet
Sports Direct,8/18/2021,South,Alabama,Birmingham,Women's Apparel,35.00,400.00,140000.00,84000.00,60%,Outlet
Sports Direct,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,20.00,650.00,130000.00,58500.00,45%,Outlet
Sports Direct,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,650.00,130000.00,58500.00,45%,Outlet
Sports Direct,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,475.00,71250.00,32062.50,45%,Outlet
Sports Direct,8/22/2021,South,Alabama,Birmingham,Women's Athletic Footwear,20.00,375.00,75000.00,41250.00,55%,Outlet
Sports Direct,8/23/2021,South,Alabama,Birmingham,Men's Apparel,25.00,275.00,68750.00,27500.00,40%,Outlet
Sports Direct,8/24/2021,South,Alabama,Birmingham,Women's Apparel,20.00,550.00,110000.00,66000.00,60%,Outlet
Sports Direct,8/25/2021,South,Alabama,Birmingham,Men's Street Footwear,10.00,700.00,70000.00,31500.00,45%,Outlet
Sports Direct,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,725.00,145000.00,65250.00,45%,Outlet
Sports Direct,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,575.00,86250.00,38812.50,45%,Outlet
Sports Direct,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,500.00,175000.00,96250.00,55%,Outlet
Sports Direct,8/29/2021,South,Alabama,Birmingham,Men's Apparel,50.00,400.00,200000.00,80000.00,40%,Outlet
Sports Direct,8/30/2021,South,Alabama,Birmingham,Women's Apparel,45.00,750.00,337500.00,202500.00,60%,Outlet
Sports Direct,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,45.00,750.00,337500.00,151875.00,45%,Outlet
Sports Direct,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,750.00,375000.00,168750.00,45%,Outlet
Sports Direct,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,650.00,292500.00,131625.00,45%,Outlet
Sports Direct,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,600.00,270000.00,148500.00,55%,Outlet
Sports Direct,9/4/2021,South,Alabama,Birmingham,Men's Apparel,50.00,500.00,250000.00,100000.00,40%,Outlet
Sports Direct,9/5/2021,South,Alabama,Birmingham,Women's Apparel,55.00,875.00,481250.00,288750.00,60%,Outlet
Sports Direct,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,45.00,825.00,371250.00,185625.00,50%,Outlet
Sports Direct,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,825.00,412500.00,206250.00,50%,Outlet
Sports Direct,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,975.00,438750.00,219375.00,50%,Outlet
Sports Direct,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,575.00,258750.00,155250.00,60%,Outlet
Sports Direct,9/10/2021,South,Alabama,Birmingham,Men's Apparel,50.00,525.00,262500.00,118125.00,45%,Outlet
Sports Direct,9/11/2021,South,Alabama,Birmingham,Women's Apparel,60.00,800.00,480000.00,312000.00,65%,Outlet
Sports Direct,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,40.00,750.00,300000.00,150000.00,50%,Outlet
Sports Direct,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.00,750.00,412500.00,206250.00,50%,Outlet
Sports Direct,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,55.00,925.00,508750.00,254375.00,50%,Outlet
Sports Direct,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,50.00,425.00,212500.00,127500.00,60%,Outlet
Sports Direct,9/16/2021,South,Alabama,Birmingham,Men's Apparel,55.00,425.00,233750.00,105187.50,45%,Outlet
Sports Direct,9/17/2021,South,Alabama,Birmingham,Women's Apparel,60.00,675.00,405000.00,263250.00,65%,Outlet
Sports Direct,9/18/2021,South,Alabama,Birmingham,Men's Street Footwear,55.00,625.00,343750.00,171875.00,50%,Outlet
Sports Direct,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.00,575.00,316250.00,158125.00,50%,Outlet
Sports Direct,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,60.00,625.00,375000.00,187500.00,50%,Outlet
Sports Direct,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,60.00,350.00,210000.00,126000.00,60%,Outlet
Sports Direct,9/22/2021,South,Alabama,Birmingham,Men's Apparel,45.00,350.00,157500.00,70875.00,45%,Outlet
Sports Direct,9/23/2021,South,Alabama,Birmingham,Women's Apparel,40.00,575.00,230000.00,149500.00,65%,Outlet
Sports Direct,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,30.00,525.00,157500.00,78750.00,50%,Outlet
Sports Direct,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30.00,525.00,157500.00,78750.00,50%,Outlet
Sports Direct,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,35.00,475.00,166250.00,83125.00,50%,Outlet
Sports Direct,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,325.00,113750.00,68250.00,60%,Outlet
Sports Direct,9/28/2021,South,Alabama,Birmingham,Men's Apparel,30.00,300.00,90000.00,40500.00,45%,Outlet
Sports Direct,9/29/2021,South,Alabama,Birmingham,Women's Apparel,40.00,475.00,190000.00,123500.00,65%,Outlet
Sports Direct,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,20.00,625.00,125000.00,62500.00,50%,Outlet
Sports Direct,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,625.00,125000.00,62500.00,50%,Outlet
Sports Direct,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,575.00,258750.00,129375.00,50%,Outlet
Sports Direct,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,450.00,202500.00,121500.00,60%,Outlet
Sports Direct,10/4/2021,South,Alabama,Birmingham,Men's Apparel,50.00,425.00,212500.00,95625.00,45%,Outlet
Sports Direct,10/5/2021,South,Alabama,Birmingham,Women's Apparel,60.00,625.00,375000.00,243750.00,65%,Outlet
